瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
571,拳己,2018-11-17 08:00,.8,21.8,.8,0,,,72.9
571,拳己,2018-11-17 09:00,4.2,177.3,.8,0,,,54.3
571,拳己,2018-11-17 10:00,6.8,86.4,1.3,0,,,47.2
571,拳己,2018-11-17 11:00,8.1,32.8,1.1,0,,,39.9
571,拳己,2018-11-17 12:00,9.3,31,1.3,0,,,35.2
571,拳己,2018-11-17 13:00,10.8,29.2,1.2,0,,,27.8
571,拳己,2018-11-17 14:00,9.9,296.4,1.4,0,,,30.5
571,拳己,2018-11-17 15:00,9.1,312.6,.8,0,,,33.3
571,拳己,2018-11-17 16:00,8.7,313,1.4,0,,,34.1
571,拳己,2018-11-17 17:00,8.4,349.6,1.2,0,,,35.5
571,拳己,2018-11-17 18:00,7.2,328.6,1.2,0,,,42.9
571,拳己,2018-11-17 19:00,5.5,322.1,.7,0,,,50.1
571,拳己,2018-11-17 20:00,5.6,78.7,.7,0,,,48.7
571,拳己,2018-11-17 21:00,5.3,0,.2,0,,,52.6
571,拳己,2018-11-17 22:00,4.1,0,.1,0,,,55.5
571,拳己,2018-11-17 23:00,3.9,0,.4,0,,,51
571,拳己,2018-11-18 00:00,3.3,27.6,.6,0,,,54.6
571,拳己,2018-11-18 01:00,2.6,29.2,1.3,0,,,59.1
571,拳己,2018-11-18 02:00,2.6,27.3,1.3,0,,,60.5
571,拳己,2018-11-18 03:00,2.9,0,.3,0,,,59.5
571,拳己,2018-11-18 04:00,2.5,36.1,1.2,0,,,61.9
571,拳己,2018-11-18 05:00,1.2,0,.2,0,,,69
571,拳己,2018-11-18 06:00,2.5,33.5,.6,0,,,65.4
571,拳己,2018-11-18 07:00,1.8,0,.2,0,,,69.2
571,拳己,2018-11-18 08:00,3.3,346.3,.6,0,,,61.4
571,拳己,2018-11-18 09:00,4.4,197.4,.7,0,,,59.1
571,拳己,2018-11-18 10:00,5.9,184.9,1.1,0,,,53.8
571,拳己,2018-11-18 11:00,9.7,154.7,1.3,0,,,35.2
571,拳己,2018-11-18 12:00,10.4,300.8,1.8,0,,,42
571,拳己,2018-11-18 13:00,10.3,255.2,1.6,0,,,41.8
571,拳己,2018-11-18 14:00,10.6,199,2.5,0,,,41.9
571,拳己,2018-11-18 15:00,10.6,298.4,1.4,0,,,36.3
571,拳己,2018-11-18 16:00,10.4,288.3,1.2,0,,,34.8
571,拳己,2018-11-18 17:00,9.1,341.6,.6,0,,,47.2
571,拳己,2018-11-18 18:00,8,0,.3,0,,,55.4
571,拳己,2018-11-18 19:00,7.8,37.4,.7,0,,,58.7
571,拳己,2018-11-18 20:00,7.3,35.9,.9,0,,,62.3
571,拳己,2018-11-18 21:00,7,38.3,1,0,,,64.8
571,拳己,2018-11-18 22:00,6.2,0,.2,0,,,69.4
571,拳己,2018-11-18 23:00,7.4,0,.3,0,,,62.1
571,拳己,2018-11-19 00:00,7.5,254.4,.7,0,,,60.6
571,拳己,2018-11-19 01:00,6.1,262.8,.8,0,,,67.9
571,拳己,2018-11-19 02:00,4.9,0,.4,0,,,74.6
571,拳己,2018-11-19 03:00,4.8,,,0,,,75.1
571,拳己,2018-11-19 04:00,4.2,33.7,1.4,0,,,76.4
571,拳己,2018-11-19 05:00,3.9,0,0,0,,,78.2
571,拳己,2018-11-19 06:00,5.1,283.6,.8,0,,,71.7
571,拳己,2018-11-19 07:00,3.4,0,.1,0,,,77.6
571,拳己,2018-11-19 08:00,3.9,268.8,.5,0,,,77.1
571,拳己,2018-11-19 09:00,7.5,225.4,.8,0,,,63.7
571,拳己,2018-11-19 10:00,9.4,207,.8,0,,,57.8
571,拳己,2018-11-19 11:00,11.9,200.2,1.3,0,,,50.5
571,拳己,2018-11-19 12:00,12.6,177.2,2.9,0,,,44.3
571,拳己,2018-11-19 13:00,11.4,294.4,.7,0,,,43
571,拳己,2018-11-19 14:00,11.7,351.9,1.2,0,,,43.7
571,拳己,2018-11-19 15:00,12.5,336.3,1.6,0,,,39.8
571,拳己,2018-11-19 16:00,11.7,357.4,1.5,0,,,42.5
571,拳己,2018-11-19 17:00,9.4,258.5,1.4,0,,,50.1
571,拳己,2018-11-19 18:00,8,182.8,.5,0,,,53.8
571,拳己,2018-11-19 19:00,7.5,331.7,.6,0,,,52.6
571,拳己,2018-11-19 20:00,5.7,0,.2,0,,,56.2
571,拳己,2018-11-19 21:00,5.8,140.8,1,0,,,53.7
571,拳己,2018-11-19 22:00,4.5,0,.4,0,,,46.4
571,拳己,2018-11-19 23:00,5.6,171,.8,0,,,32.8
571,拳己,2018-11-20 00:00,3.6,184.9,.6,0,,,38.3
571,拳己,2018-11-20 01:00,2.6,29.5,.7,0,,,46.9
571,拳己,2018-11-20 02:00,2,27.7,1.2,0,,,50.5
571,拳己,2018-11-20 03:00,1.4,37.4,1.4,0,,,54.4
571,拳己,2018-11-20 04:00,1,35,1.4,0,,,56.4
571,拳己,2018-11-20 05:00,.4,29.3,1.5,0,,,60.2
571,拳己,2018-11-20 06:00,.7,20.4,1.1,0,,,57.5
571,拳己,2018-11-20 07:00,-.8,0,.1,0,,,64
571,拳己,2018-11-20 08:00,.8,252.7,.9,0,,,54.2
571,拳己,2018-11-20 09:00,3.8,220.1,1.2,0,,,49
571,拳己,2018-11-20 10:00,6.4,156.6,1.7,0,,,36.2
571,拳己,2018-11-20 11:00,9,160.4,2.6,0,,,30.1
571,拳己,2018-11-20 12:00,10.7,155.7,2.4,0,,,22.3
571,拳己,2018-11-20 13:00,11.2,199.2,2.8,0,,,20.5
571,拳己,2018-11-20 14:00,12.1,191.2,2.7,0,,,17.2
571,拳己,2018-11-20 15:00,12.5,242,2.4,0,,,17
571,拳己,2018-11-20 16:00,11.6,217.5,2.9,0,,,20.6
571,拳己,2018-11-20 17:00,9.8,0,.1,0,,,27
571,拳己,2018-11-20 18:00,7.6,0,.3,0,,,36.8
571,拳己,2018-11-20 19:00,8.3,183.1,1.3,0,,,35.8
571,拳己,2018-11-20 20:00,8.7,210.3,2.5,0,,,40.1
571,拳己,2018-11-20 21:00,7.5,201.7,1.4,0,,,45.8
571,拳己,2018-11-20 22:00,6.5,210.4,.7,0,,,47.1
571,拳己,2018-11-20 23:00,6.5,264.2,.9,0,,,48.1
571,拳己,2018-11-21 00:00,7,220.1,.9,0,,,47.7
571,拳己,2018-11-21 01:00,7.3,245.5,.8,0,,,50
571,拳己,2018-11-21 02:00,7,26.4,1.8,0,,,58.9
571,拳己,2018-11-21 03:00,5.8,0,.4,0,,,75.4
571,拳己,2018-11-21 04:00,6,252.3,1,2.5,,,84.9
571,拳己,2018-11-21 05:00,6,244.5,1,1.5,,,84.9
571,拳己,2018-11-21 06:00,6.4,55.1,1.1,1,,,87.1
571,拳己,2018-11-21 07:00,6.5,201.1,.5,.5,,,88.8
571,拳己,2018-11-21 08:00,6.6,290.1,1.1,0,,,92
571,拳己,2018-11-21 09:00,7,200.6,.6,.5,,,93.1
571,拳己,2018-11-21 10:00,7.6,0,.1,0,,,92.3
571,拳己,2018-11-21 11:00,8.1,209,.5,0,,,74.4
571,拳己,2018-11-21 12:00,8.2,310,1,0,,,51.2
571,拳己,2018-11-21 13:00,7.6,53,1.6,0,,,50.1
571,拳己,2018-11-21 14:00,7.6,0,.3,0,,,49.7
571,拳己,2018-11-21 15:00,6.9,250.9,1.3,0,,,47
571,拳己,2018-11-21 16:00,4.8,57.3,2.8,0,,,63
571,拳己,2018-11-21 17:00,4.5,0,.4,0,,,70.4
571,拳己,2018-11-21 18:00,4.3,202.5,1.1,0,,,72.9
571,拳己,2018-11-21 19:00,4.3,0,.2,0,,,76
571,拳己,2018-11-21 20:00,4.2,255,.5,0,,,74.3
571,拳己,2018-11-21 21:00,3.7,252.3,.6,0,,,77.2
571,拳己,2018-11-21 22:00,3.6,0,0,0,,,80.9
571,拳己,2018-11-21 23:00,2,0,.4,0,,,82.2
571,拳己,2018-11-22 00:00,1.8,37.3,1.1,0,,,82.2
571,拳己,2018-11-22 01:00,1.5,0,.4,0,,,80.1
571,拳己,2018-11-22 02:00,2.2,56.2,1.5,0,,,42
571,拳己,2018-11-22 03:00,1.4,202.3,1,0,,,40.7
571,拳己,2018-11-22 04:00,.9,218.5,1,0,,,41.3
571,拳己,2018-11-22 05:00,.2,0,.4,0,,,45.2
571,拳己,2018-11-22 06:00,-1.3,0,.1,0,,,58.5
571,拳己,2018-11-22 07:00,-1.8,39.8,.7,0,,,64.5
571,拳己,2018-11-22 08:00,-1.4,0,.4,0,,,63.2
571,拳己,2018-11-22 09:00,2.7,47.9,.5,0,,,38.2
571,拳己,2018-11-22 10:00,4.4,67.7,.8,0,,,23.7
571,拳己,2018-11-22 11:00,5.7,72.3,1.2,0,,,20.5
571,拳己,2018-11-22 12:00,6.1,274.5,2.3,0,,,22.3
571,拳己,2018-11-22 13:00,7,293.6,2.1,0,,,24.4
571,拳己,2018-11-22 14:00,7.2,272.4,2.3,0,,,27.4
571,拳己,2018-11-22 15:00,7.1,251.5,2.6,0,,,32.9
571,拳己,2018-11-22 16:00,5.9,325,1.3,0,,,36.6
571,拳己,2018-11-22 17:00,5.4,333.3,1.2,0,,,40.8
571,拳己,2018-11-22 18:00,4.4,327.9,1.2,0,,,45.2
571,拳己,2018-11-22 19:00,2.5,0,.4,0,,,54.2
571,拳己,2018-11-22 20:00,3,0,.3,0,,,43.1
571,拳己,2018-11-22 21:00,3.5,184.6,1.3,0,,,42.5
571,拳己,2018-11-22 22:00,2.6,125.7,1.1,0,,,42.9
571,拳己,2018-11-22 23:00,1.7,204.2,1,0,,,42.5
571,拳己,2018-11-23 00:00,1.2,333.9,1.2,0,,,36.9
571,拳己,2018-11-23 01:00,.1,200,.9,0,,,39.7
571,拳己,2018-11-23 02:00,-.4,216.6,1.2,0,,,41.3
571,拳己,2018-11-23 03:00,-1.6,0,.1,0,,,47.8
571,拳己,2018-11-23 04:00,-2.7,0,.2,0,,,57.3
571,拳己,2018-11-23 05:00,-2.9,0,0,0,,,60
571,拳己,2018-11-23 06:00,-3.4,0,.3,0,,,61.5
571,拳己,2018-11-23 07:00,-3.8,0,.4,0,,,61.3
571,拳己,2018-11-23 08:00,-3.4,0,0,0,,,62.4
571,拳己,2018-11-23 09:00,.6,167.2,.8,0,,,43.5
571,拳己,2018-11-23 10:00,2.9,165.7,1.1,0,,,25.2
571,拳己,2018-11-23 11:00,4.6,86.3,1.6,0,,,18.2
571,拳己,2018-11-23 12:00,4.8,309.2,1.1,0,,,13.5
571,拳己,2018-11-23 13:00,6.2,39.4,1.7,0,,,13.8
571,拳己,2018-11-23 14:00,7,62.6,1.7,0,,,15
571,拳己,2018-11-23 15:00,7.7,67.8,1.3,0,,,16.6
571,拳己,2018-11-23 16:00,6.8,117.3,.6,0,,,20.7
571,拳己,2018-11-23 17:00,4.4,0,.4,0,,,29.7
571,拳己,2018-11-23 18:00,2.6,0,.4,0,,,37.2
571,拳己,2018-11-23 19:00,1.7,0,.1,0,,,40.3
571,拳己,2018-11-23 20:00,2.6,140.7,.9,0,,,34.1
571,拳己,2018-11-23 21:00,3.2,97,.9,0,,,30.3
571,拳己,2018-11-23 22:00,3.5,100.5,1.7,0,,,28.9
571,拳己,2018-11-23 23:00,3.7,104.4,2.4,0,,,28.8
571,拳己,2018-11-24 00:00,3.8,92.2,1.5,0,,,28.6
571,拳己,2018-11-24 01:00,4.2,104,2.5,0,,,27.6
571,拳己,2018-11-24 02:00,4.7,100.2,2.9,0,,,27.7
571,拳己,2018-11-24 03:00,4.8,103.5,2.2,0,,,27.8
571,拳己,2018-11-24 04:00,5.5,98.4,2.4,0,,,23.9
571,拳己,2018-11-24 05:00,5.4,94.7,2.7,0,,,25.7
571,拳己,2018-11-24 06:00,4,90.1,2.3,0,,,43.4
571,拳己,2018-11-24 07:00,2.9,117.2,3.3,0,,,53.4
571,拳己,2018-11-24 08:00,1.5,105.6,3,1,,,75.9
571,拳己,2018-11-24 09:00,1.8,103.3,2.1,2,,,80.4
571,拳己,2018-11-24 10:00,2.1,105.8,1.9,1.5,,,83.4
571,拳己,2018-11-24 11:00,4.5,110.7,2.7,0,,,77.7
571,拳己,2018-11-24 12:00,5.4,153.1,3.7,0,,,73.7
571,拳己,2018-11-24 13:00,7.6,165,2,0,,,68.4
571,拳己,2018-11-24 14:00,7.4,93,.9,0,,,70.2
571,拳己,2018-11-24 15:00,7.4,59.2,1.8,0,,,67.9
571,拳己,2018-11-24 16:00,7.7,82.3,1.1,0,,,67.6
571,拳己,2018-11-24 17:00,5.6,78.4,.8,0,,,74.3
571,拳己,2018-11-24 18:00,4.2,0,.1,0,,,80.8
571,拳己,2018-11-24 19:00,4.4,0,.1,0,,,80.6
571,拳己,2018-11-24 20:00,3.7,0,.2,0,,,83.3
571,拳己,2018-11-24 21:00,4.5,0,.3,0,,,80.9
571,拳己,2018-11-24 22:00,4.3,0,.2,0,,,82.2
571,拳己,2018-11-24 23:00,4.7,300.8,.6,0,,,82.8
571,拳己,2018-11-25 00:00,4.5,48.6,1.1,0,,,81.6
571,拳己,2018-11-25 01:00,4.6,174.3,.8,0,,,83.8
571,拳己,2018-11-25 02:00,4.6,321.5,.6,0,,,84.5
571,拳己,2018-11-25 03:00,4.7,68.2,.6,0,,,85.1
571,拳己,2018-11-25 04:00,4.6,41.2,1.1,0,,,84.7
571,拳己,2018-11-25 05:00,3.9,47.8,.8,0,,,84.8
571,拳己,2018-11-25 06:00,3,208.1,.5,0,,,87
571,拳己,2018-11-25 07:00,3.3,0,.4,0,,,90.9
571,拳己,2018-11-25 08:00,3.7,173.2,.8,0,,,92.7
571,拳己,2018-11-25 09:00,4.5,163,1.7,0,,,93.2
571,拳己,2018-11-25 10:00,6.5,181.6,1.6,0,,,76.3
571,拳己,2018-11-25 11:00,8.2,160.4,2.3,0,,,66.8
571,拳己,2018-11-25 12:00,10.1,170,1.7,0,,,59.2
571,拳己,2018-11-25 13:00,10.6,185.6,1.9,0,,,54.9
571,拳己,2018-11-25 14:00,10.8,235,1.9,0,,,48.2
571,拳己,2018-11-25 15:00,11.3,183.6,1.3,0,,,47.6
571,拳己,2018-11-25 16:00,10.5,238.4,1.4,0,,,52.5
571,拳己,2018-11-25 17:00,8.6,0,.4,0,,,62.2
571,拳己,2018-11-25 18:00,7,37.8,1.3,0,,,70.6
571,拳己,2018-11-25 19:00,7.4,39.2,1.1,0,,,70.3
571,拳己,2018-11-25 20:00,5.8,0,0,0,,,76.6
571,拳己,2018-11-25 21:00,5.7,0,.1,0,,,76.3
571,拳己,2018-11-25 22:00,5.1,0,.2,0,,,76.9
571,拳己,2018-11-25 23:00,5.6,0,.4,0,,,73.6
571,拳己,2018-11-26 00:00,5.8,0,.3,0,,,71.6
571,拳己,2018-11-26 01:00,3.9,33.9,.6,0,,,79.9
571,拳己,2018-11-26 02:00,3.6,0,.4,0,,,81
571,拳己,2018-11-26 03:00,3.1,20,.7,0,,,82.3
571,拳己,2018-11-26 04:00,2.8,279.7,.8,0,,,84.1
571,拳己,2018-11-26 05:00,2.3,0,.2,0,,,79.6
571,拳己,2018-11-26 06:00,2.4,33,.9,0,,,84
571,拳己,2018-11-26 07:00,1.8,20.8,.6,0,,,84.7
571,拳己,2018-11-26 08:00,1.9,0,.4,0,,,85.2
571,拳己,2018-11-26 09:00,6.5,76.8,.7,0,,,68.9
571,拳己,2018-11-26 10:00,9.3,110.6,2.1,0,,,58.9
571,拳己,2018-11-26 11:00,11.3,140.4,1.9,0,,,52.7
571,拳己,2018-11-26 12:00,12.7,124.9,1.6,0,,,48.6
571,拳己,2018-11-26 13:00,12.8,161.9,2.4,0,,,42
571,拳己,2018-11-26 14:00,13.8,62.7,1.1,0,,,42
571,拳己,2018-11-26 15:00,13.9,25.7,1.1,0,,,40.4
571,拳己,2018-11-26 16:00,13.3,230.1,.7,0,,,41.7
571,拳己,2018-11-26 17:00,10.6,0,0,0,,,51.8
571,拳己,2018-11-26 18:00,8.1,0,.1,0,,,63
571,拳己,2018-11-26 19:00,7.6,50.5,1.3,0,,,64.7
571,拳己,2018-11-26 20:00,6.6,39.1,1.2,0,,,69.2
571,拳己,2018-11-26 21:00,6,27.1,1.2,0,,,73.9
571,拳己,2018-11-26 22:00,5.4,37.2,1.4,0,,,76.8
571,拳己,2018-11-26 23:00,5.1,26.4,1.6,0,,,78.6
571,拳己,2018-11-27 00:00,4.3,26.7,1.5,0,,,80.1
571,拳己,2018-11-27 01:00,3.8,276.2,.6,0,,,83.9
571,拳己,2018-11-27 02:00,2.7,0,.4,0,,,83.7
571,拳己,2018-11-27 03:00,2.4,0,.3,0,,,83.4
571,拳己,2018-11-27 04:00,3.1,272.7,1,0,,,83.6
571,拳己,2018-11-27 05:00,5.1,251.3,.8,0,,,75.8
571,拳己,2018-11-27 06:00,4.1,228,1,0,,,75.6
571,拳己,2018-11-27 07:00,4.2,197.1,1.3,0,,,77.1
571,拳己,2018-11-27 08:00,4.5,258.4,1,0,,,77
571,拳己,2018-11-27 09:00,6,218.3,1.7,0,,,71.8
571,拳己,2018-11-27 10:00,8.6,184.5,1.3,0,,,65.7
571,拳己,2018-11-27 11:00,9.1,185.1,1.9,0,,,65.4
571,拳己,2018-11-27 12:00,11.5,181.6,1.7,0,,,60.4
571,拳己,2018-11-27 13:00,12.8,189.3,2.4,0,,,60.6
571,拳己,2018-11-27 14:00,13.4,227.8,2.7,0,,,65.4
571,拳己,2018-11-27 15:00,13.7,269.3,2,0,,,68.8
571,拳己,2018-11-27 16:00,12.5,299.5,1.3,0,,,72.1
571,拳己,2018-11-27 17:00,11.2,264.6,1.1,0,,,80.2
571,拳己,2018-11-27 18:00,10.7,307.4,1.2,0,,,73.3
571,拳己,2018-11-27 19:00,9.5,250.3,.8,0,,,64.4
571,拳己,2018-11-27 20:00,9.1,333.9,1.4,0,,,51.3
571,拳己,2018-11-27 21:00,8.4,354.5,1.1,0,,,45.1
571,拳己,2018-11-27 22:00,7.7,287.6,.9,0,,,33.7
571,拳己,2018-11-27 23:00,7,18.8,.9,0,,,28.8
571,拳己,2018-11-28 00:00,6.1,0,.4,0,,,24.8
571,拳己,2018-11-28 01:00,5.4,246.7,.8,0,,,26.8
571,拳己,2018-11-28 02:00,5,193.1,.9,0,,,28.9
571,拳己,2018-11-28 03:00,4.7,185.4,.7,0,,,28.9
571,拳己,2018-11-28 04:00,3.3,0,0,0,,,37.6
571,拳己,2018-11-28 05:00,3.1,42.9,.9,0,,,43.6
571,拳己,2018-11-28 06:00,3.4,0,.3,0,,,38.1
571,拳己,2018-11-28 07:00,1.9,0,.4,0,,,46.9
571,拳己,2018-11-28 08:00,2.8,.5,.6,0,,,44.3
571,拳己,2018-11-28 09:00,4.1,0,.3,0,,,33.3
571,拳己,2018-11-28 10:00,5.6,0,.4,0,,,24.2
571,拳己,2018-11-28 11:00,7.3,71.3,1.9,0,,,15.6
571,拳己,2018-11-28 12:00,8.6,26.3,1.1,0,,,14.9
571,拳己,2018-11-28 13:00,9.8,43.9,1.1,0,,,12.3
571,拳己,2018-11-28 14:00,11.4,43.7,.9,0,,,11.2
571,拳己,2018-11-28 15:00,10.4,318.5,2,0,,,12.9
571,拳己,2018-11-28 16:00,9,315.3,1.2,0,,,18.2
571,拳己,2018-11-28 17:00,7.5,341.9,1.3,0,,,25.3
571,拳己,2018-11-28 18:00,6.5,354.3,1.5,0,,,28.4
571,拳己,2018-11-28 19:00,5.8,80.1,.7,0,,,29.2
571,拳己,2018-11-28 20:00,5.5,100.9,.5,0,,,26.3
571,拳己,2018-11-28 21:00,4.5,3.3,.5,0,,,28.4
571,拳己,2018-11-28 22:00,3.7,0,.3,0,,,30.4
571,拳己,2018-11-28 23:00,4.2,29.7,1.2,0,,,27.4
571,拳己,2018-11-29 00:00,1.9,220.8,.6,0,,,37.7
571,拳己,2018-11-29 01:00,2.5,25.8,1,0,,,42
571,拳己,2018-11-29 02:00,1.6,0,.2,0,,,46.6
571,拳己,2018-11-29 03:00,1,0,.2,0,,,48.4
571,拳己,2018-11-29 04:00,.4,0,.3,0,,,50.1
571,拳己,2018-11-29 05:00,.7,29.2,1.1,0,,,50.1
571,拳己,2018-11-29 06:00,.5,38.2,1.6,0,,,50.6
571,拳己,2018-11-29 07:00,-.3,0,.2,0,,,53.4
571,拳己,2018-11-29 08:00,.3,0,.2,0,,,50.1
571,拳己,2018-11-29 09:00,3.2,0,.2,0,,,42.2
571,拳己,2018-11-29 10:00,5.1,0,.4,0,,,34.3
571,拳己,2018-11-29 11:00,6.7,14.8,.5,0,,,30.8
571,拳己,2018-11-29 12:00,7.3,32,.7,0,,,29.4
571,拳己,2018-11-29 13:00,7.8,19.8,1.2,0,,,28.8
571,拳己,2018-11-29 14:00,7.5,60.5,1.7,0,,,27.2
571,拳己,2018-11-29 15:00,8.1,44.1,.9,0,,,26.8
571,拳己,2018-11-29 16:00,7.4,342.7,.7,0,,,25.3
571,拳己,2018-11-29 17:00,6.3,57.3,.7,0,,,30.5
571,拳己,2018-11-29 18:00,6.1,51,1.8,0,,,35
571,拳己,2018-11-29 19:00,6,0,.4,0,,,39.4
571,拳己,2018-11-29 20:00,4.4,278,.9,0,,,45.5
571,拳己,2018-11-29 21:00,3.2,0,.3,0,,,52.1
571,拳己,2018-11-29 22:00,2.8,34.8,.9,0,,,56.6
571,拳己,2018-11-29 23:00,2,39.6,1,0,,,61.2
571,拳己,2018-11-30 00:00,1.7,0,.4,0,,,61.2
571,拳己,2018-11-30 01:00,.7,0,.2,0,,,65.3
571,拳己,2018-11-30 02:00,.2,32.7,1.2,0,,,68.1
571,拳己,2018-11-30 03:00,-.2,23,.8,0,,,70.3
571,拳己,2018-11-30 04:00,-.1,13.9,.6,0,,,69
571,拳己,2018-11-30 05:00,-.7,14.1,.6,0,,,71.8
571,拳己,2018-11-30 06:00,-1.7,40.9,.5,0,,,75.9
571,拳己,2018-11-30 07:00,-1.5,32,1.4,0,,,75.1
571,拳己,2018-11-30 08:00,-1.4,40.3,.6,0,,,76.8
571,拳己,2018-11-30 09:00,2.4,40.5,1,0,,,61.3
571,拳己,2018-11-30 10:00,4.3,10.3,.6,0,,,43.2
571,拳己,2018-11-30 11:00,5.7,278.1,1.3,0,,,29.1
571,拳己,2018-11-30 12:00,6.5,310.4,1.4,0,,,21.8
571,拳己,2018-11-30 13:00,7.3,321.2,1.4,0,,,22
571,拳己,2018-11-30 14:00,7.5,323.4,1.8,0,,,28.4
571,拳己,2018-11-30 15:00,7.4,288.8,2.4,0,,,27.3
571,拳己,2018-11-30 16:00,7,,,0,,,30.1
571,拳己,2018-11-30 17:00,5.5,279.6,1.4,0,,,41.4
571,拳己,2018-11-30 18:00,4.3,289.7,1,0,,,46.7
571,拳己,2018-11-30 19:00,3.7,268.8,1,0,,,38.4
571,拳己,2018-11-30 20:00,2.3,0,.1,0,,,48.4
571,拳己,2018-11-30 21:00,2,36.4,.7,0,,,52.3
571,拳己,2018-11-30 22:00,1.4,0,.4,0,,,56.5
571,拳己,2018-11-30 23:00,1.3,18,.5,0,,,57.4
571,拳己,2018-12-01 00:00,.9,0,.1,0,,,60
571,拳己,2018-12-01 01:00,1,0,.2,0,,,58.8
571,拳己,2018-12-01 02:00,.6,232.1,.9,0,,,59.8
571,拳己,2018-12-01 03:00,1.4,0,.2,0,,,54.8
571,拳己,2018-12-01 04:00,1.6,0,.1,0,,,54.8
571,拳己,2018-12-01 05:00,1.5,0,.3,0,,,55.4
571,拳己,2018-12-01 06:00,2.8,0,.1,0,,,54.3
571,拳己,2018-12-01 07:00,3.1,0,.4,0,,,53.5
571,拳己,2018-12-01 08:00,3.4,0,.4,0,,,55
571,拳己,2018-12-01 09:00,4.8,29.5,.6,0,,,48.6
571,拳己,2018-12-01 10:00,6.6,0,.3,0,,,45.2
571,拳己,2018-12-01 11:00,8.5,205.6,1.2,0,,,45.1
571,拳己,2018-12-01 12:00,10.2,192.9,1.1,0,,,42.4
571,拳己,2018-12-01 13:00,11.3,124.2,1.3,0,,,42.2
571,拳己,2018-12-01 14:00,12.1,204.2,1.4,0,,,38.1
571,拳己,2018-12-01 15:00,11.9,227.6,1.4,0,,,33.4
571,拳己,2018-12-01 16:00,11.3,170.1,.9,0,,,33.7
571,拳己,2018-12-01 17:00,9.1,338,.9,0,,,42.3
571,拳己,2018-12-01 18:00,6.6,35.1,.6,0,,,54.6
571,拳己,2018-12-01 19:00,5.5,31.1,1.1,0,,,61
571,拳己,2018-12-01 20:00,4.6,30.8,1.7,0,,,64.5
571,拳己,2018-12-01 21:00,3.8,35.1,1.6,0,,,66.1
571,拳己,2018-12-01 22:00,3.6,51.6,1.7,0,,,65.2
571,拳己,2018-12-01 23:00,4.9,67.3,1.4,0,,,54
571,拳己,2018-12-02 00:00,2.8,41.1,2,0,,,65.4
571,拳己,2018-12-02 01:00,5.1,57.3,2.1,0,,,50.6
571,拳己,2018-12-02 02:00,5.6,71.4,1.7,0,,,49.4
571,拳己,2018-12-02 03:00,5.3,73.8,1.2,0,,,51.4
571,拳己,2018-12-02 04:00,4.4,63.3,.7,0,,,56.3
571,拳己,2018-12-02 05:00,5.2,63.4,1.8,0,,,53.8
571,拳己,2018-12-02 06:00,5.5,82.4,1.1,0,,,54.4
571,拳己,2018-12-02 07:00,6.5,66.1,1.2,0,,,54.1
571,拳己,2018-12-02 08:00,7,105.6,.8,0,,,55.9
571,拳己,2018-12-02 09:00,8.1,104.5,1.3,0,,,54.7
571,拳己,2018-12-02 10:00,10,97.6,2.2,0,,,49.8
571,拳己,2018-12-02 11:00,11.8,162.7,2.7,0,,,46.3
571,拳己,2018-12-02 12:00,11.8,151.8,1.7,0,,,46.7
571,拳己,2018-12-02 13:00,12.5,143.7,2.2,0,,,45.4
571,拳己,2018-12-02 14:00,12.9,118.3,1.9,0,,,44.3
571,拳己,2018-12-02 15:00,14.2,103.3,1.9,0,,,41.1
571,拳己,2018-12-02 16:00,13.5,94.1,1.6,0,,,43.2
571,拳己,2018-12-02 17:00,11.9,43.3,.5,0,,,48.6
571,拳己,2018-12-02 18:00,11.5,31.7,2,0,,,49.2
571,拳己,2018-12-02 19:00,12,66.6,2.5,0,,,47
571,拳己,2018-12-02 20:00,12,93.3,1.3,0,,,47.7
571,拳己,2018-12-02 21:00,12.3,128,1.8,0,,,47.1
571,拳己,2018-12-02 22:00,12.6,110.1,2.3,0,,,46.1
571,拳己,2018-12-02 23:00,12.8,99.6,1.8,0,,,45.7
571,拳己,2018-12-03 00:00,12.9,95.3,2.2,0,,,48
571,拳己,2018-12-03 01:00,13,102.1,2.4,0,,,49.4
571,拳己,2018-12-03 02:00,12.2,81,1.6,0,,,52.9
571,拳己,2018-12-03 03:00,12.4,114.3,2,0,,,53
571,拳己,2018-12-03 04:00,12.9,102.6,3.2,0,,,52.6
571,拳己,2018-12-03 05:00,10.3,166.3,1,0,,,74.3
571,拳己,2018-12-03 06:00,9.9,107.7,2.6,4,,,82.9
571,拳己,2018-12-03 07:00,10.2,112.1,2.7,.5,,,83.5
571,拳己,2018-12-03 08:00,10.4,155.8,2.3,0,,,84.8
571,拳己,2018-12-03 09:00,11.7,101.4,2.1,0,,,86.5
571,拳己,2018-12-03 10:00,12.4,146.7,1.9,0,,,85.3
571,拳己,2018-12-03 11:00,12.6,192.1,1.5,0,,,86.1
571,拳己,2018-12-03 12:00,13,171.8,.9,0,,,85.7
571,拳己,2018-12-03 13:00,13.3,148.6,1.1,0,,,91.3
571,拳己,2018-12-03 14:00,13.5,172.3,1.1,0,,,93.9
571,拳己,2018-12-03 15:00,13.5,0,.3,.5,,,94.6
